sample_id,person_id,display_name,analysis_group,face_type,face_type_ko,sequence,source_path,source_sha256,source_width,source_height,processed_path,face_confidence,face_ratio,brightness_score,blur_score,roll_degrees,training_eligible,review_reason
kim_woo_bin_02,kim_woo_bin,김우빈,male,dinosaur,공룡상,2,사진데이터/김우빈2.png,3a7182bea2f0d436181abf4a80f91069c8ec6d44e1d4d49b14f310d5beb87ad2,472,530,processed/male/dinosaur/kim_woo_bin/kim_woo_bin_02.jpg,0.94225,0.17272,0.4351,0.8217,-6.492,True,
kim_woo_bin_03,kim_woo_bin,김우빈,male,dinosaur,공룡상,3,사진데이터/김우빈3.png,2b1bae6d808b6912edff13b4b60d2ac200395feb5edcffce7f9ba679c1c87b11,394,486,processed/male/dinosaur/kim_woo_bin/kim_woo_bin_03.jpg,0.93195,0.20775,0.6039,0.6217,-8.03,True,
ok_taec_yeon_01,ok_taec_yeon,택연,male,dinosaur,공룡상,1,사진데이터/옥택연1.png,b73a76350d66b2cfdbdfcd98686f1afa349f9f9baca796f2867f76dd9a93d4b1,428,502,processed/male/dinosaur/ok_taec_yeon/ok_taec_yeon_01.jpg,0.95454,0.26793,0.6479,0.5832,-5.434,True,
ok_taec_yeon_02,ok_taec_yeon,택연,male,dinosaur,공룡상,2,사진데이터/옥택연2.png,508475663102ca9c82ef0a2386a536856f11d9acc2db6a2f4db912cf73fffb93,470,616,processed/male/dinosaur/ok_taec_yeon/ok_taec_yeon_02.jpg,0.9468,0.32173,0.6287,0.8028,7.517,True,
ok_taec_yeon_03,ok_taec_yeon,택연,male,dinosaur,공룡상,3,사진데이터/옥택연3.png,764000e9dbedfd1274bdafd543c402c6c96c47f874d94ee7d3039d01cd2dae34,558,654,processed/male/dinosaur/ok_taec_yeon/ok_taec_yeon_03.jpg,0.9455,0.23344,0.4928,0.7694,-0.78,True,
ryu_jun_yeol_01,ryu_jun_yeol,류준열,male,dinosaur,공룡상,1,사진데이터/류준열1.png,2ba8c76fd909fcd1465495973dabb916b666ddea8fa4124f55af37e6075a6bc4,376,444,processed/male/dinosaur/ryu_jun_yeol/ryu_jun_yeol_01.jpg,0.93288,0.21183,0.5057,0.5844,6.07,True,
ryu_jun_yeol_02,ryu_jun_yeol,류준열,male,dinosaur,공룡상,2,사진데이터/류준열2.png,095ed7ce051fbb39e026d962f9a1cd47590519dd7e4ed9a9eadb35b7da6e2deb,522,528,processed/male/dinosaur/ryu_jun_yeol/ryu_jun_yeol_02.jpg,0.93585,0.21481,0.4316,0.6851,-9.725,True,
ryu_jun_yeol_03,ryu_jun_yeol,류준열,male,dinosaur,공룡상,3,사진데이터/류준열3.png,5e48744872306e51ece1b4ac06522c0a3c0513b4a02d579d6419299d8e952db2,520,608,processed/male/dinosaur/ryu_jun_yeol/ryu_jun_yeol_03.jpg,0.93451,0.31022,0.4127,0.6877,5.56,True,
gong_yoo_01,gong_yoo,공유,male,dinosaur,공룡상,1,사진데이터/공유1.png,9ac8f35602d57825eca59d833bb6a78bfbe024252341013f9475c0ea39b533df,378,494,processed/male/dinosaur/gong_yoo/gong_yoo_01.jpg,0.94582,0.34711,0.5981,0.8042,-8.261,True,
gong_yoo_02,gong_yoo,공유,male,dinosaur,공룡상,2,사진데이터/공유2.png,d3cefc7ec7bc6c8a1ba74ec1bb92490f76615deb644258b35db35e8f0ddd093e,526,636,processed/male/dinosaur/gong_yoo/gong_yoo_02.jpg,0.93114,0.38586,0.5537,0.9156,-7.054,True,
gong_yoo_03,gong_yoo,공유,male,dinosaur,공룡상,3,사진데이터/공유3.png,3df4fbcfa00b74b1c83edfaac9cd2e99130729e0586bd44de4b7414a26d9e498,472,584,processed/male/dinosaur/gong_yoo/gong_yoo_03.jpg,0.93735,0.33471,0.4038,0.3984,-3.011,True,
hyun_bin_01,hyun_bin,현빈,male,wolf,늑대상,1,사진데이터/현빈1.png,63e233ce5c136567552879923a52220ac47934bcf1888a8fd5155236cfe5389e,328,394,processed/male/wolf/hyun_bin/hyun_bin_01.jpg,0.92761,0.23368,0.4876,0.4362,-6.706,True,
hyun_bin_02,hyun_bin,현빈,male,wolf,늑대상,2,사진데이터/현빈2.png,239583d81bacb2316af230be9edd3828ee4159b4880cf9c983b9ef5c90bdcf6b,426,624,processed/male/wolf/hyun_bin/hyun_bin_02.jpg,0.94851,0.36121,0.5343,0.7123,-1.296,True,
hyun_bin_03,hyun_bin,현빈,male,wolf,늑대상,3,사진데이터/현빈3.png,38ea067c9b4994d32deb52ca8c4e9fbf92dcd938619f454be5a78f899073b768,436,614,processed/male/wolf/hyun_bin/hyun_bin_03.jpg,0.92798,0.41075,0.5563,0.8395,-5.568,True,
son_suk_ku_01,son_suk_ku,손석구,male,wolf,늑대상,1,사진데이터/손석구1.png,3f808754d1eaf6b09450524c1ceba459f211ea499c0edd2f894df2ea7c1b116d,442,524,processed/male/wolf/son_suk_ku/son_suk_ku_01.jpg,0.93708,0.23856,0.6041,0.7833,-12.87,True,
son_suk_ku_02,son_suk_ku,손석구,male,wolf,늑대상,2,사진데이터/손석구2.png,a60e2bc1748a8033618e1107e39cdef4e25626f4fc0adb2e338649c309eb68d6,404,482,processed/male/wolf/son_suk_ku/son_suk_ku_02.jpg,0.94659,0.42016,0.6313,0.8288,-1.604,True,
son_suk_ku_03,son_suk_ku,손석구,male,wolf,늑대상,3,사진데이터/손석구3.png,f16602608388ad98212bd5261423d2811b80b62bd6c72ec87cea3e0fc1388422,320,362,processed/male/wolf/son_suk_ku/son_suk_ku_03.jpg,0.93926,0.1915,0.5722,0.4494,-4.599,True,
seo_in_guk_01,seo_in_guk,서인국,male,wolf,늑대상,1,사진데이터/서인국1.png,f86407d68c45fbd1209bd64b199bd4cadf6269f594713da8e803db253743ea1d,372,430,processed/male/wolf/seo_in_guk/seo_in_guk_01.jpg,0.9465,0.35944,0.5712,0.3961,-0.035,True,
seo_in_guk_02,seo_in_guk,서인국,male,wolf,늑대상,2,사진데이터/서인국2.png,5d843f48714420be603fe03f7ab1dc5dde61f8c89b7faafd1ebd310ea0ac5345,410,418,processed/male/wolf/seo_in_guk/seo_in_guk_02.jpg,0.94449,0.24442,0.4547,0.8724,-5.975,True,
seo_in_guk_03,seo_in_guk,서인국,male,wolf,늑대상,3,사진데이터/서인국3.png,81a75af5482892d46b5e78c17a431ccb0020bb420ca780e85bfd115e6495a2d4,376,432,processed/male/wolf/seo_in_guk/seo_in_guk_03.jpg,0.93959,0.25877,0.5646,0.8114,-6.395,True,
lee_soo_hyuk_01,lee_soo_hyuk,이수혁,male,wolf,늑대상,1,사진데이터/이수혁1.png,d5c2982a159e50c58805e9950fcd09a57af36dff355724399a2b420a00686442,430,448,processed/male/wolf/lee_soo_hyuk/lee_soo_hyuk_01.jpg,0.94329,0.31202,0.5402,0.6787,3.623,True,
lee_soo_hyuk_02,lee_soo_hyuk,이수혁,male,wolf,늑대상,2,사진데이터/이수혁2.png,ff7a4e28033228638de1178c4ac86289484318c17f235282c4f9002a0df6de8e,456,592,processed/male/wolf/lee_soo_hyuk/lee_soo_hyuk_02.jpg,0.93842,0.32103,0.5868,0.8988,-5.529,True,
lee_soo_hyuk_03,lee_soo_hyuk,이수혁,male,wolf,늑대상,3,사진데이터/이수혁3.png,8a1a300eda88548640e0f66f75c1b4498fd3b298ddfe90211f8c507caedbc4f7,486,528,processed/male/wolf/lee_soo_hyuk/lee_soo_hyuk_03.jpg,0.93017,0.23615,0.5633,0.8029,-20.01,False,extreme_roll
